# id	disposition	subject	core functions	expression
rt_class:706	excluded			oValue:CVARSCLASS2:x1
rt_class:707	excluded			oValue:CVARSCLASS2:y1
rt_class:708	excluded			oValue:CVARSCLASS2:z1
rt_class:709	excluded			oValue:CVARSCLASS2:x2
rt_class:710	excluded			oValue:CVARSCLASS2:y2
rt_class:711	excluded			oValue:CVARSCLASS2:z2
rt_class:712	excluded			oValue:CVARSCLASS3:x1
rt_class:713	excluded			oValue:CVARSCLASS3:y1
rt_class:714	excluded			oValue:CVARSCLASS3:z1
rt_class:715	excluded			oValue:CVARSCLASS3:x2
rt_class:716	excluded			oValue:CVARSCLASS3:y2
rt_class:717	excluded			oValue:CVARSCLASS3:z2
rt_class:718	excluded			oValue:CVARSCLASS3:x3
rt_class:719	excluded			oValue:CVARSCLASS3:y3
rt_class:720	excluded			oValue:CVARSCLASS3:z3
rt_class:721	excluded			oValue:CVARSCLASS4:x1
rt_class:722	excluded			oValue:CVARSCLASS4:y1
rt_class:723	excluded			oValue:CVARSCLASS4:z1
rt_class:724	excluded			oValue:CVARSCLASS4:x2
rt_class:725	excluded			oValue:CVARSCLASS4:y2
rt_class:726	excluded			oValue:CVARSCLASS4:z2
rt_class:727	excluded			oValue:CVARSCLASS4:x3
rt_class:728	excluded			oValue:CVARSCLASS4:y3
rt_class:729	excluded			oValue:CVARSCLASS4:z3
rt_class:730	excluded			oValue:CVARSCLASS4:x4
rt_class:731	excluded			oValue:CVARSCLASS4:y4
rt_class:732	excluded			oValue:CVARSCLASS4:z4
rt_class:733	excluded			INSTANCE_DATA( oValue )
rt_class:734	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:CVARSCLASS1:classH )
rt_class:735	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:CVARSCLASS2:classH )
rt_class:736	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:CVARSCLASS3:classH )
rt_class:737	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:CVARSCLASS4:classH )
rt_class:738	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:classH )
rt_class:739	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:CVARSCLASS1:classH )
rt_class:740	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:CVARSCLASS2:classH )
rt_class:741	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:CVARSCLASS3:classH )
rt_class:742	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:CVARSCLASS4:classH )
rt_class:743	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:classH )
rt_class:750	excluded			oValue:x1
rt_class:751	excluded			oValue:y1
rt_class:752	excluded			oValue:z1
rt_class:753	excluded			oValue:x2
rt_class:754	excluded			oValue:y2
rt_class:755	excluded			oValue:z2
rt_class:756	excluded			oValue:x3
rt_class:757	excluded			oValue:y3
rt_class:758	excluded			oValue:z3
rt_class:759	excluded			oValue:x4
rt_class:760	excluded			oValue:y4
rt_class:761	excluded			oValue:z4
rt_class:762	excluded			oValue:SVARSCLASS1:x1
rt_class:763	excluded			oValue:SVARSCLASS1:y1
rt_class:764	excluded			oValue:SVARSCLASS1:z1
rt_class:765	excluded			oValue:SVARSCLASS2:x1
rt_class:766	excluded			oValue:SVARSCLASS2:y1
rt_class:767	excluded			oValue:SVARSCLASS2:z1
rt_class:768	excluded			oValue:SVARSCLASS2:x2
rt_class:769	excluded			oValue:SVARSCLASS2:y2
rt_class:770	excluded			oValue:SVARSCLASS2:z2
rt_class:771	excluded			oValue:SVARSCLASS3:x1
rt_class:772	excluded			oValue:SVARSCLASS3:y1
rt_class:773	excluded			oValue:SVARSCLASS3:z1
rt_class:774	excluded			oValue:SVARSCLASS3:x2
rt_class:775	excluded			oValue:SVARSCLASS3:y2
rt_class:776	excluded			oValue:SVARSCLASS3:z2
rt_class:777	excluded			oValue:SVARSCLASS3:x3
rt_class:778	excluded			oValue:SVARSCLASS3:y3
rt_class:779	excluded			oValue:SVARSCLASS3:z3
rt_class:780	excluded			oValue:SVARSCLASS4:x1
rt_class:781	excluded			oValue:SVARSCLASS4:y1
rt_class:782	excluded			oValue:SVARSCLASS4:z1
rt_class:783	excluded			oValue:SVARSCLASS4:x2
rt_class:784	excluded			oValue:SVARSCLASS4:y2
rt_class:785	excluded			oValue:SVARSCLASS4:z2
rt_class:786	excluded			oValue:SVARSCLASS4:x3
rt_class:787	excluded			oValue:SVARSCLASS4:y3
rt_class:788	excluded			oValue:SVARSCLASS4:z3
rt_class:789	excluded			oValue:SVARSCLASS4:x4
rt_class:790	excluded			oValue:SVARSCLASS4:y4
rt_class:791	excluded			oValue:SVARSCLASS4:z4
rt_class:792	excluded			INSTANCE_DATA( oValue )
rt_class:793	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS1:classH )
rt_class:794	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS2:classH )
rt_class:795	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS3:classH )
rt_class:796	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS4:classH )
rt_class:797	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:classH )
rt_class:798	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS1:classH )
rt_class:799	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS2:classH )
rt_class:800	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS3:classH )
rt_class:801	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS4:classH )
rt_class:802	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:classH )
rt_class:805	excluded			oValue:x1 := " X1 "
rt_class:806	excluded			oValue:y1 := " Y1 "
rt_class:807	excluded			oValue:z1 := " Z1 "
rt_class:808	excluded			oValue:x2 := " X2 "
rt_class:809	excluded			oValue:y2 := " Y2 "
rt_class:810	excluded			oValue:z2 := " Z2 "
rt_class:811	excluded			oValue:x3 := " X3 "
rt_class:812	excluded			oValue:y3 := " Y3 "
rt_class:813	excluded			oValue:z3 := " Z3 "
rt_class:814	excluded			oValue:x4 := " X4 "
rt_class:815	excluded			oValue:y4 := " Y4 "
rt_class:816	excluded			oValue:z4 := " Z4 "
rt_class:818	excluded			oValue:x1
rt_class:819	excluded			oValue:y1
rt_class:820	excluded			oValue:z1
rt_class:821	excluded			oValue:x2
rt_class:822	excluded			oValue:y2
rt_class:823	excluded			oValue:z2
rt_class:824	excluded			oValue:x3
rt_class:825	excluded			oValue:y3
rt_class:826	excluded			oValue:z3
rt_class:827	excluded			oValue:x4
rt_class:828	excluded			oValue:y4
rt_class:829	excluded			oValue:z4
rt_class:830	excluded			oValue:SVARSCLASS1:x1
rt_class:831	excluded			oValue:SVARSCLASS1:y1
rt_class:832	excluded			oValue:SVARSCLASS1:z1
rt_class:833	excluded			oValue:SVARSCLASS2:x1
rt_class:834	excluded			oValue:SVARSCLASS2:y1
rt_class:835	excluded			oValue:SVARSCLASS2:z1
rt_class:836	excluded			oValue:SVARSCLASS2:x2
rt_class:837	excluded			oValue:SVARSCLASS2:y2
rt_class:838	excluded			oValue:SVARSCLASS2:z2
rt_class:839	excluded			oValue:SVARSCLASS3:x1
rt_class:840	excluded			oValue:SVARSCLASS3:y1
rt_class:841	excluded			oValue:SVARSCLASS3:z1
rt_class:842	excluded			oValue:SVARSCLASS3:x2
rt_class:843	excluded			oValue:SVARSCLASS3:y2
rt_class:844	excluded			oValue:SVARSCLASS3:z2
rt_class:845	excluded			oValue:SVARSCLASS3:x3
rt_class:846	excluded			oValue:SVARSCLASS3:y3
rt_class:847	excluded			oValue:SVARSCLASS3:z3
rt_class:848	excluded			oValue:SVARSCLASS4:x1
rt_class:849	excluded			oValue:SVARSCLASS4:y1
rt_class:850	excluded			oValue:SVARSCLASS4:z1
rt_class:851	excluded			oValue:SVARSCLASS4:x2
rt_class:852	excluded			oValue:SVARSCLASS4:y2
rt_class:853	excluded			oValue:SVARSCLASS4:z2
rt_class:854	excluded			oValue:SVARSCLASS4:x3
rt_class:855	excluded			oValue:SVARSCLASS4:y3
rt_class:856	excluded			oValue:SVARSCLASS4:z3
rt_class:857	excluded			oValue:SVARSCLASS4:x4
rt_class:858	excluded			oValue:SVARSCLASS4:y4
rt_class:859	excluded			oValue:SVARSCLASS4:z4
rt_class:860	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS1:classH )
rt_class:861	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS2:classH )
rt_class:862	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS3:classH )
rt_class:863	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS4:classH )
rt_class:864	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:classH )
rt_class:865	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS1:classH )
rt_class:866	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS2:classH )
rt_class:867	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS3:classH )
rt_class:868	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS4:classH )
rt_class:869	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:classH )
rt_class:870	excluded			INSTANCE_DATA( oValue )
rt_class:873	excluded			oValue:SVARSCLASS1:x1 := "[X1]"
rt_class:874	excluded			oValue:SVARSCLASS1:y1 := "[Y1]"
rt_class:875	excluded			oValue:SVARSCLASS1:z1 := "[Z1]"
rt_class:877	excluded			oValue:x1
rt_class:878	excluded			oValue:y1
rt_class:879	excluded			oValue:z1
rt_class:880	excluded			oValue:x2
rt_class:881	excluded			oValue:y2
rt_class:882	excluded			oValue:z2
rt_class:883	excluded			oValue:x3
rt_class:884	excluded			oValue:y3
rt_class:885	excluded			oValue:z3
rt_class:886	excluded			oValue:x4
rt_class:887	excluded			oValue:y4
rt_class:888	excluded			oValue:z4
rt_class:889	excluded			oValue:SVARSCLASS1:x1
rt_class:890	excluded			oValue:SVARSCLASS1:y1
rt_class:891	excluded			oValue:SVARSCLASS1:z1
rt_class:892	excluded			oValue:SVARSCLASS2:x1
rt_class:893	excluded			oValue:SVARSCLASS2:y1
rt_class:894	excluded			oValue:SVARSCLASS2:z1
rt_class:895	excluded			oValue:SVARSCLASS2:x2
rt_class:896	excluded			oValue:SVARSCLASS2:y2
rt_class:897	excluded			oValue:SVARSCLASS2:z2
rt_class:898	excluded			oValue:SVARSCLASS3:x1
rt_class:899	excluded			oValue:SVARSCLASS3:y1
rt_class:900	excluded			oValue:SVARSCLASS3:z1
rt_class:901	excluded			oValue:SVARSCLASS3:x2
rt_class:902	excluded			oValue:SVARSCLASS3:y2
rt_class:903	excluded			oValue:SVARSCLASS3:z2
rt_class:904	excluded			oValue:SVARSCLASS3:x3
rt_class:905	excluded			oValue:SVARSCLASS3:y3
rt_class:906	excluded			oValue:SVARSCLASS3:z3
rt_class:907	excluded			oValue:SVARSCLASS4:x1
rt_class:908	excluded			oValue:SVARSCLASS4:y1
rt_class:909	excluded			oValue:SVARSCLASS4:z1
rt_class:910	excluded			oValue:SVARSCLASS4:x2
rt_class:911	excluded			oValue:SVARSCLASS4:y2
rt_class:912	excluded			oValue:SVARSCLASS4:z2
rt_class:913	excluded			oValue:SVARSCLASS4:x3
rt_class:914	excluded			oValue:SVARSCLASS4:y3
rt_class:915	excluded			oValue:SVARSCLASS4:z3
rt_class:916	excluded			oValue:SVARSCLASS4:x4
rt_class:917	excluded			oValue:SVARSCLASS4:y4
rt_class:918	excluded			oValue:SVARSCLASS4:z4
rt_class:919	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS1:classH )
rt_class:920	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS2:classH )
rt_class:921	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS3:classH )
rt_class:922	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS4:classH )
rt_class:923	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:classH )
rt_class:924	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS1:classH )
rt_class:925	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS2:classH )
rt_class:926	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS3:classH )
rt_class:927	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS4:classH )
rt_class:928	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:classH )
rt_class:929	excluded			INSTANCE_DATA( oValue )
rt_class:932	excluded			oValue:SVARSCLASS2:x1 := "{X1}"
rt_class:933	excluded			oValue:SVARSCLASS2:y1 := "{Y1}"
rt_class:934	excluded			oValue:SVARSCLASS2:z1 := "{Z1}"
rt_class:935	excluded			oValue:SVARSCLASS2:x2 := "{X2}"
rt_class:936	excluded			oValue:SVARSCLASS2:y2 := "{Y2}"
rt_class:937	excluded			oValue:SVARSCLASS2:z2 := "{Z2}"
rt_class:939	excluded			oValue:x1
rt_class:940	excluded			oValue:y1
rt_class:941	excluded			oValue:z1
rt_class:942	excluded			oValue:x2
rt_class:943	excluded			oValue:y2
rt_class:944	excluded			oValue:z2
rt_class:945	excluded			oValue:x3
rt_class:946	excluded			oValue:y3
rt_class:947	excluded			oValue:z3
rt_class:948	excluded			oValue:x4
rt_class:949	excluded			oValue:y4
rt_class:950	excluded			oValue:z4
rt_class:951	excluded			oValue:SVARSCLASS1:x1
rt_class:952	excluded			oValue:SVARSCLASS1:y1
rt_class:953	excluded			oValue:SVARSCLASS1:z1
rt_class:954	excluded			oValue:SVARSCLASS2:x1
rt_class:955	excluded			oValue:SVARSCLASS2:y1
rt_class:956	excluded			oValue:SVARSCLASS2:z1
rt_class:957	excluded			oValue:SVARSCLASS2:x2
rt_class:958	excluded			oValue:SVARSCLASS2:y2
rt_class:959	excluded			oValue:SVARSCLASS2:z2
rt_class:960	excluded			oValue:SVARSCLASS3:x1
rt_class:961	excluded			oValue:SVARSCLASS3:y1
rt_class:962	excluded			oValue:SVARSCLASS3:z1
rt_class:963	excluded			oValue:SVARSCLASS3:x2
rt_class:964	excluded			oValue:SVARSCLASS3:y2
rt_class:965	excluded			oValue:SVARSCLASS3:z2
rt_class:966	excluded			oValue:SVARSCLASS3:x3
rt_class:967	excluded			oValue:SVARSCLASS3:y3
rt_class:968	excluded			oValue:SVARSCLASS3:z3
rt_class:969	excluded			oValue:SVARSCLASS4:x1
rt_class:970	excluded			oValue:SVARSCLASS4:y1
rt_class:971	excluded			oValue:SVARSCLASS4:z1
rt_class:972	excluded			oValue:SVARSCLASS4:x2
rt_class:973	excluded			oValue:SVARSCLASS4:y2
rt_class:974	excluded			oValue:SVARSCLASS4:z2
rt_class:975	excluded			oValue:SVARSCLASS4:x3
rt_class:976	excluded			oValue:SVARSCLASS4:y3
rt_class:977	excluded			oValue:SVARSCLASS4:z3
rt_class:978	excluded			oValue:SVARSCLASS4:x4
rt_class:979	excluded			oValue:SVARSCLASS4:y4
rt_class:980	excluded			oValue:SVARSCLASS4:z4
rt_class:981	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS1:classH )
rt_class:982	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS2:classH )
rt_class:983	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS3:classH )
rt_class:984	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS4:classH )
rt_class:985	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:classH )
rt_class:986	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS1:classH )
rt_class:987	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS2:classH )
rt_class:988	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS3:classH )
rt_class:989	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS4:classH )
rt_class:990	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:classH )
rt_class:991	excluded			INSTANCE_DATA( oValue )
rt_class:994	excluded			oValue:SVARSCLASS3:x1 := "<X1>"
rt_class:995	excluded			oValue:SVARSCLASS3:y1 := "<Y1>"
rt_class:996	excluded			oValue:SVARSCLASS3:z1 := "<Z1>"
rt_class:997	excluded			oValue:SVARSCLASS3:x2 := "<X2>"
rt_class:998	excluded			oValue:SVARSCLASS3:y2 := "<Y2>"
rt_class:999	excluded			oValue:SVARSCLASS3:z2 := "<Z2>"
rt_class:1000	excluded			oValue:SVARSCLASS3:x3 := "<X3>"
rt_class:1001	excluded			oValue:SVARSCLASS3:y3 := "<Y3>"
rt_class:1002	excluded			oValue:SVARSCLASS3:z3 := "<Z3>"
rt_class:1004	excluded			oValue:x1
rt_class:1005	excluded			oValue:y1
rt_class:1006	excluded			oValue:z1
rt_class:1007	excluded			oValue:x2
rt_class:1008	excluded			oValue:y2
rt_class:1009	excluded			oValue:z2
rt_class:1010	excluded			oValue:x3
rt_class:1011	excluded			oValue:y3
rt_class:1012	excluded			oValue:z3
rt_class:1013	excluded			oValue:x4
rt_class:1014	excluded			oValue:y4
rt_class:1015	excluded			oValue:z4
rt_class:1016	excluded			oValue:SVARSCLASS1:x1
rt_class:1017	excluded			oValue:SVARSCLASS1:y1
rt_class:1018	excluded			oValue:SVARSCLASS1:z1
rt_class:1019	excluded			oValue:SVARSCLASS2:x1
rt_class:1020	excluded			oValue:SVARSCLASS2:y1
rt_class:1021	excluded			oValue:SVARSCLASS2:z1
rt_class:1022	excluded			oValue:SVARSCLASS2:x2
rt_class:1023	excluded			oValue:SVARSCLASS2:y2
rt_class:1024	excluded			oValue:SVARSCLASS2:z2
rt_class:1025	excluded			oValue:SVARSCLASS3:x1
rt_class:1026	excluded			oValue:SVARSCLASS3:y1
rt_class:1027	excluded			oValue:SVARSCLASS3:z1
rt_class:1028	excluded			oValue:SVARSCLASS3:x2
rt_class:1029	excluded			oValue:SVARSCLASS3:y2
rt_class:1030	excluded			oValue:SVARSCLASS3:z2
rt_class:1031	excluded			oValue:SVARSCLASS3:x3
rt_class:1032	excluded			oValue:SVARSCLASS3:y3
rt_class:1033	excluded			oValue:SVARSCLASS3:z3
rt_class:1034	excluded			oValue:SVARSCLASS4:x1
rt_class:1035	excluded			oValue:SVARSCLASS4:y1
rt_class:1036	excluded			oValue:SVARSCLASS4:z1
rt_class:1037	excluded			oValue:SVARSCLASS4:x2
rt_class:1038	excluded			oValue:SVARSCLASS4:y2
rt_class:1039	excluded			oValue:SVARSCLASS4:z2
rt_class:1040	excluded			oValue:SVARSCLASS4:x3
rt_class:1041	excluded			oValue:SVARSCLASS4:y3
rt_class:1042	excluded			oValue:SVARSCLASS4:z3
rt_class:1043	excluded			oValue:SVARSCLASS4:x4
rt_class:1044	excluded			oValue:SVARSCLASS4:y4
rt_class:1045	excluded			oValue:SVARSCLASS4:z4
rt_class:1046	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS1:classH )
rt_class:1047	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS2:classH )
rt_class:1048	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS3:classH )
rt_class:1049	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:SVARSCLASS4:classH )
rt_class:1050	excluded	__CLS_CNTCLSDATA	__CLS_CNTCLSDATA	__cls_CntClsData( oValue:classH )
rt_class:1051	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS1:classH )
rt_class:1052	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS2:classH )
rt_class:1053	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS3:classH )
rt_class:1054	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:SVARSCLASS4:classH )
rt_class:1055	excluded	__CLS_CNTSHRDATA	__CLS_CNTSHRDATA	__cls_CntShrData( oValue:classH )
rt_class:1056	excluded			INSTANCE_DATA( oValue )
rt_class:1065	excluded			oValue:m1()
rt_class:1069	excluded			oValue:m2()
rt_class:1073	excluded			oValue:m3()
rt_class:1077	excluded			oValue:classname()
rt_class:1078	excluded			oValue:super:classname()
rt_class:1079	excluded			oValue:super:super:classname()
rt_class:1080	excluded			oValue:super:super:super:classname()
rt_class:1081	excluded			oValue:super:super:super:super:classname()
rt_date:58	rte	YEAR	YEAR	Year( NIL )
rt_date:59	rte	YEAR	YEAR	Year( 100 )
rt_date:61	quarantine:@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it	YEAR	YEAR	Year( @sdDate )
rt_date:63	run-fn	YEAR	YEAR	Year( sdDate)
rt_date:64	run-fn	YEAR	YEAR	Year( sdDateE)
rt_date:65	divergent:Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own	STR	HB_STOD,STR,YEAR	Str( Year( hb_SToD( "19990905" ) ) )
rt_date:69	rte	MONTH	MONTH	Month( NIL )
rt_date:70	rte	MONTH	MONTH	Month( 100 )
rt_date:72	quarantine:@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it	MONTH	MONTH	Month( @sdDate )
rt_date:74	run-fn	MONTH	MONTH	Month( sdDate )
rt_date:75	run-fn	MONTH	MONTH	Month( sdDateE )
rt_date:76	divergent:Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own	STR	HB_STOD,MONTH,STR	Str( Month( hb_SToD( "19990905" ) ) )
rt_date:80	rte	DAY	DAY	Day( NIL )
rt_date:81	rte	DAY	DAY	Day( 100 )
rt_date:83	quarantine:@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it	DAY	DAY	Day( @sdDate )
rt_date:85	run-fn	DAY	DAY	Day( sdDate )
rt_date:86	run-fn	DAY	DAY	Day( sdDateE )
rt_date:87	divergent:Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own	STR	DAY,HB_STOD,STR	Str( Day( hb_SToD( "19990905" ) ) )
rt_date:91	run-fn	LEN	LEN,TIME	Len( Time() )
rt_date:95	rte	DOW	DOW	DoW( NIL )
rt_date:96	rte	DOW	DOW	DoW( 100 )
rt_date:98	quarantine:@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it	DOW	DOW	DoW( @sdDate )
rt_date:100	run-fn	DOW	DOW	DoW( sdDate )
rt_date:101	run-fn	DOW	DOW	DoW( sdDateE )
rt_date:102	run-fn	DOW	DOW,HB_STOD	DoW( hb_SToD( "20000222" ) )
rt_date:103	run-fn	DOW	DOW,HB_STOD	DoW( hb_SToD( "20000223" ) )
rt_date:104	run-fn	DOW	DOW,HB_STOD	DoW( hb_SToD( "20000224" ) )
rt_date:105	run-fn	DOW	DOW,HB_STOD	DoW( hb_SToD( "20000225" ) )
rt_date:106	run-fn	DOW	DOW,HB_STOD	DoW( hb_SToD( "20000226" ) )
rt_date:107	run-fn	DOW	DOW,HB_STOD	DoW( hb_SToD( "20000227" ) )
rt_date:108	run-fn	DOW	DOW,HB_STOD	DoW( hb_SToD( "20000228" ) )
rt_date:109	run-fn	DOW	DOW,HB_STOD	DoW( hb_SToD( "20000229" ) )
rt_date:110	run-fn	DOW	DOW,HB_STOD	DoW( hb_SToD( "20000230" ) )
rt_date:111	run-fn	DOW	DOW,HB_STOD	DoW( hb_SToD( "20000231" ) )
rt_date:112	run-fn	DOW	DOW,HB_STOD	DoW( hb_SToD( "20000301" ) )
rt_date:116	rte	CMONTH	CMONTH	CMonth( NIL )
rt_date:117	rte	CMONTH	CMONTH	CMonth( 100 )
rt_date:119	out-of-scope	CMONTH	CMONTH	CMonth( @sdDate )
rt_date:121	out-of-scope	CMONTH	CMONTH	CMonth( sdDate )
rt_date:122	out-of-scope	CMONTH	CMONTH	CMonth( sdDateE )
rt_date:123	out-of-scope	CMONTH	CMONTH,HB_STOD	CMonth( hb_SToD( "19990101" ) )
rt_date:124	out-of-scope	CMONTH	CMONTH,HB_STOD	CMonth( hb_SToD( "19990201" ) )
rt_date:125	out-of-scope	CMONTH	CMONTH,HB_STOD	CMonth( hb_SToD( "19990301" ) )
rt_date:126	out-of-scope	CMONTH	CMONTH,HB_STOD	CMonth( hb_SToD( "19990401" ) )
rt_date:127	out-of-scope	CMONTH	CMONTH,HB_STOD	CMonth( hb_SToD( "19990501" ) )
rt_date:128	out-of-scope	CMONTH	CMONTH,HB_STOD	CMonth( hb_SToD( "19990601" ) )
rt_date:129	out-of-scope	CMONTH	CMONTH,HB_STOD	CMonth( hb_SToD( "19990701" ) )
rt_date:130	out-of-scope	CMONTH	CMONTH,HB_STOD	CMonth( hb_SToD( "19990801" ) )
rt_date:131	out-of-scope	CMONTH	CMONTH,HB_STOD	CMonth( hb_SToD( "19990901" ) )
rt_date:132	out-of-scope	CMONTH	CMONTH,HB_STOD	CMonth( hb_SToD( "19991001" ) )
rt_date:133	out-of-scope	CMONTH	CMONTH,HB_STOD	CMonth( hb_SToD( "19991101" ) )
rt_date:134	out-of-scope	CMONTH	CMONTH,HB_STOD	CMonth( hb_SToD( "19991201" ) )
rt_date:138	rte	CDOW	CDOW	CDoW( NIL )
rt_date:139	rte	CDOW	CDOW	CDoW( 100 )
rt_date:141	out-of-scope	CDOW	CDOW	CDoW( @sdDate )
rt_date:143	out-of-scope	CDOW	CDOW	CDoW( sdDate )
rt_date:144	out-of-scope	CDOW	CDOW	CDoW( sdDateE )
