# Rulings on hbtest assertions, statements and modules — every one a
# decision, with its reason (extract.py reads this file).
#
#   <id>        an assertion (rt_str:68) or a statement (rt_str:61)
#   <module>    a whole module (rt_class)
#   <module>/<routine>   one routine of it (rt_misc/HB_TString)
#
# ruling: quarantine   commented out on both sides
#         divergent    runs, but C# differs by design: does not gate
#         exclude      (module or routine) neither generated nor run
#
# id	ruling	reason
rt_str:687	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:688	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:689	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:690	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:691	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:692	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:693	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:699	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:712	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:713	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:714	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:715	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:716	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:717	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:718	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:719	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:720	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:726	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:739	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:740	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:741	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:742	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:743	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:744	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:745	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:746	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:747	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:753	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:767	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_str:768	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_stra:489	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)

# Len() of an object: Harbour counts its instance variables (an object is an array to the VM);
# the object runtime of the rt_class ruling (Alex, 2026-09-19)
rt_hvma:457	divergent	Len() of an object is its instance-variable count in Harbour; C# objects are not arrays
rt_misc:77	divergent	Len() of an object is its instance-variable count in Harbour; C# objects are not arrays

# String comparison is exact and ordinal (Alex, 2026-09-19): divergent by design
rt_array:371	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_stra:256	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_stra:258	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_stra:259	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_stra:298	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_stra:300	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_stra:301	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_stra:312	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_stra:314	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_stra:315	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:268	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:269	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:279	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:282	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:367	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:368	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:378	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:381	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:444	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:445	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:450	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:454	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:457	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:461	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")
rt_hvm:467	divergent	SET EXACT OFF: Harbour's string comparisons (=, <>, <, <=, >, >=, AScan) look only as far as the right operand's length; C# compares strings exactly and ordinally everywhere (Alex, 2026-09-19: "Harbour is really weird in that respect and I don't want that behaviour")

# Objects as arrays, and Str's literal widths (Alex, 2026-09-19): divergent by design
rt_array:62	divergent	an object is an array of its instance variables in Harbour (ASize/ACopy resize and copy them); C# objects are not arrays, HbRuntime returns NIL (Alex, 2026-09-19)
rt_array:63	divergent	an object is an array of its instance variables in Harbour (ASize/ACopy resize and copy them); C# objects are not arrays, HbRuntime returns NIL (Alex, 2026-09-19)
rt_array:178	divergent	an object is an array of its instance variables in Harbour (ASize/ACopy resize and copy them); C# objects are not arrays, HbRuntime returns NIL (Alex, 2026-09-19)
rt_array:183	divergent	an object is an array of its instance variables in Harbour (ASize/ACopy resize and copy them); C# objects are not arrays, HbRuntime returns NIL (Alex, 2026-09-19)
rt_array:191	divergent	an object is an array of its instance variables in Harbour (ASize/ACopy resize and copy them); C# objects are not arrays, HbRuntime returns NIL (Alex, 2026-09-19)
rt_array:192	divergent	an object is an array of its instance variables in Harbour (ASize/ACopy resize and copy them); C# objects are not arrays, HbRuntime returns NIL (Alex, 2026-09-19)
rt_stra:70	divergent	Str( n ) width: an integer literal's width comes from its digits in the source in Harbour, and a literal of more than 16 significant digits is taken for an uneven quotient; a C# decimal carries neither (Alex, 2026-09-19)
rt_stra:71	divergent	Str( n ) width: an integer literal's width comes from its digits in the source in Harbour, and a literal of more than 16 significant digits is taken for an uneven quotient; a C# decimal carries neither (Alex, 2026-09-19)
rt_stra:75	divergent	Str( n ) width: an integer literal's width comes from its digits in the source in Harbour, and a literal of more than 16 significant digits is taken for an uneven quotient; a C# decimal carries neither (Alex, 2026-09-19)
rt_trans:576	divergent	Str( n ) width: an integer literal's width comes from its digits in the source in Harbour, and a literal of more than 16 significant digits is taken for an uneven quotient; a C# decimal carries neither (Alex, 2026-09-19)

# Year() of the empty date, now 0, shows its width (5) in Harbour: the width ruling
rt_math:96	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own

# The empty date is default(DateOnly) (Alex, 2026-09-19): divergent by design
own_dates:24	divergent	the empty date is default(DateOnly), 0001-01-01, so that real day reads as empty; EasiPOS never uses year 1 (Alex, 2026-09-19)
rt_math:352	divergent	date - empty date counts days from 0001-01-01 (the empty date in C#) where Harbour counts from Julian day 0, a fixed 1,721,426 apart; EasiPOS never subtracts an empty date (Alex, 2026-09-19)

# classH, the handle into Harbour's class table, which C# does not have; EasiPOS never
# sends it (Alex, 2026-09-21): divergent on an object, quarantined on a scalar, where it
# has no member to call at all
rt_hvm:207	quarantine	classH: C# has no class table, and a scalar no classH member (CS1061); EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:208	quarantine	classH: C# has no class table, and a scalar no classH member (CS1061); EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:209	quarantine	classH: C# has no class table, and a scalar no classH member (CS1061); EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:210	quarantine	classH: C# has no class table, and a scalar no classH member (CS1061); EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:211	quarantine	classH: C# has no class table, and a scalar no classH member (CS1061); EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:212	quarantine	classH: C# has no class table, and a scalar no classH member (CS1061); EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:214	divergent	classH: C# has no class table, so an object has no class handle; EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:215	divergent	classH: C# has no class table, so an object has no class handle; EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:240	quarantine	classH: C# has no class table, and a scalar no classH member (CS1061); EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:241	quarantine	classH: C# has no class table, and a scalar no classH member (CS1061); EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:242	quarantine	classH: C# has no class table, and a scalar no classH member (CS1061); EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:243	quarantine	classH: C# has no class table, and a scalar no classH member (CS1061); EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:244	divergent	classH: C# has no class table, so no value has a class handle; EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:245	quarantine	classH: C# has no class table, and a scalar no classH member (CS1061); EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:247	divergent	classH: C# has no class table, so an object has no class handle; EasiPOS never sends classH (Alex, 2026-09-21)
rt_hvm:248	divergent	classH: C# has no class table, so an object has no class handle; EasiPOS never sends classH (Alex, 2026-09-21)
